==6742== NVPROF is profiling process 6742, command: python train.py --num-epochs=1 --train-root-dir /data/cxlan/DC_AIBench_Component/dataset/Face_embedding/vggface2_train_182 --valid-root-dir /data/cxlan/DC_AIBench_Component/dataset/Face_embedding/lfw_mtcnnpy_182 --train-csv-name datasets/train_small.csv -
==6742== Profiling application: python train.py --num-epochs=1 --train-root-dir /data/cxlan/DC_AIBench_Component/dataset/Face_embedding/vggface2_train_182 --valid-root-dir /data/cxlan/DC_AIBench_Component/dataset/Face_embedding/lfw_mtcnnpy_182 --train-csv-name datasets/train_small.csv -
==6742== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
"GPU activities",3.087288,2.780239,21792,0.127580,0.016992,0.838460,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>(cudnnTensorStruct, float const *, cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>, cudnnTensorStruct*, float const *, float const , cudnnTensorStruct*, cudnnTensorStruct*, cudnnTensorStruct**, float const *, float const *, float const *, cudnnTensorStruct*, cudnnTensorStruct*)"
"GPU activities",2.977139,2.681046,13620,0.196846,0.033280,1.353339,"void cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>(float, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1> const *, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>*, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1> const *, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1> const , cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1> const , cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>)"
"GPU activities",2.584780,2.327709,33912,0.068639,0.005376,0.502590,"void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const *, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1> const , cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>)"
"GPU activities",2.082699,1.875563,54237,0.034580,0.003296,0.116191,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)"
"GPU activities",1.484816,1.337143,3432,0.389610,0.096800,0.562079,"volta_scudnn_128x64_relu_small_nn_v1"
"GPU activities",1.448876,1.304777,1884,0.692557,0.145056,1.019900,"volta_scudnn_128x64_relu_medium_nn_v1"
"GPU activities",1.369660,1.233439,12780,0.096513,0.048159,0.399199,"void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=1>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
"GPU activities",1.183562,1.065850,468,2.277456,2.168247,3.043317,"void cudnn::detail::dgrad2d_alg1_1<float, int=0, int=4, int=6, int=3, int=2, int=4, bool=1, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::dgrad2d_alg1_1<float, int=0, int=4, int=6, int=3, int=2, int=4, bool=1, bool=1>*, kernel_grad_params, int, int, float, int, int)"
"GPU activities",1.029429,0.927047,10851,0.085434,0.012512,0.148447,"void cudnn::winograd_nonfused::winogradWgradDelta4x4<float, float>(cudnn::winograd_nonfused::WinogradDeltaParams<float, float>)"
"GPU activities",0.980898,0.883342,10851,0.081406,0.010432,0.136223,"void cudnn::winograd_nonfused::winogradWgradData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)"
"GPU activities",0.919393,0.827954,471,1.757864,0.447263,2.369749,"void cudnn::detail::wgrad_alg0_engine<float, int=512, int=6, int=5, int=3, int=3, int=3, bool=1, int=512>(int, int, int, float const *, int, cudnn::detail::wgrad_alg0_engine<float, int=512, int=6, int=5, int=3, int=3, int=3, bool=1, int=512>*, float const , kernel_grad_params, int, float, int, int, int, int)"
"GPU activities",0.832114,0.749355,1884,0.397746,0.082656,0.432094,"void at::native::_GLOBAL__N__63_tmpxft_000083f9_00000000_11_DilatedMaxPool2d_compute_75_cpp1_ii_db999de0::max_pool_forward_nchw<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__63_tmpxft_000083f9_00000000_11_DilatedMaxPool2d_compute_75_cpp1_ii_db999de0::max_pool_forward_nchw<float, float>*, long*)"
"GPU activities",0.717120,0.645799,471,1.371122,0.334655,1.769561,"void at::native::_GLOBAL__N__63_tmpxft_000083f9_00000000_11_DilatedMaxPool2d_compute_75_cpp1_ii_db999de0::max_pool_backward_nchw<float, float>(int, float const *, long const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__63_tmpxft_000083f9_00000000_11_DilatedMaxPool2d_compute_75_cpp1_ii_db999de0::max_pool_backward_nchw<float, float>*)"
"GPU activities",0.589379,0.530762,10851,0.048913,0.008864,0.156704,"void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>)"
"GPU activities",0.539388,0.485743,942,0.515650,0.075936,1.171133,"void cudnn::detail::dgrad_engine<float, int=128, int=6, int=8, int=3, int=3, int=5, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::dgrad_engine<float, int=128, int=6, int=8, int=3, int=3, int=5, bool=1>*, kernel_grad_params, int, int, float, int, int, int)"
"GPU activities",0.495023,0.445790,939,0.474750,0.133375,0.686717,"volta_scudnn_128x128_stridedB_splitK_small_nn_v1"
"GPU activities",0.398581,0.358940,942,0.381040,0.067648,0.776061,"void cudnn::detail::wgrad_alg0_engine<float, int=128, int=6, int=7, int=3, int=3, int=5, bool=1, int=512>(int, int, int, float const *, int, cudnn::detail::wgrad_alg0_engine<float, int=128, int=6, int=7, int=3, int=3, int=5, bool=1, int=512>*, float const , kernel_grad_params, int, float, int, int, int, int)"
"GPU activities",0.331266,0.298320,12120,0.024613,0.008064,0.035456,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::detail::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::detail::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool)"
"GPU activities",0.328057,0.295430,1548,0.190846,0.147615,0.218527,"void fft2d_c2r_32x32<float, bool=1, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int)"
"GPU activities",0.283758,0.255537,3780,0.067602,0.021760,0.098240,"volta_scudnn_128x64_relu_interior_nn_v1"
"GPU activities",0.279299,0.251521,1872,0.134359,0.116576,0.164575,"void fft2d_r2c_32x32<float, bool=1, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
"GPU activities",0.253871,0.228622,3276,0.069786,0.049056,0.118304,"void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
"GPU activities",0.226486,0.203960,672,0.303512,0.091008,0.465150,"volta_scudnn_128x128_relu_small_nn_v1"
"GPU activities",0.173916,0.156619,37837,0.004139,0.000960,0.035680,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZNS0_23gpu_kernel_with_scalarsIZZZNS0_15mul_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlffE_EEvS5_RKT_EUlfE0_EEvS5_SB_EUliE_EEviT1_"
"GPU activities",0.171898,0.154802,1872,0.082693,0.050976,0.101599,"volta_scudnn_128x128_relu_interior_nn_v1"
"GPU activities",0.159047,0.143229,18322,0.007817,0.000736,0.234303,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZZZNS0_16fill_kernel_cudaERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlvE_EEvS4_RKT_EUliE0_EEviT1_"
"GPU activities",0.158816,0.143021,1884,0.075913,0.062720,0.095968,"volta_sgemm_32x32_sliced1x4_tn"
"GPU activities",0.143110,0.128877,33912,0.003800,0.001440,0.017280,"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_15gpu_kernel_implIZNS0_23gpu_kernel_with_scalarsIZZZNS0_15add_kernel_cudaERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE4_clEvEUlllE_EEvS5_RKT_EUllE0_EEvS5_SD_EUliE2_EEviT1_"
"GPU activities",0.130620,0.117629,17270,0.006811,0.001184,0.069184,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZZZNS0_19addcdiv_cuda_kernelERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfffE_EEvS4_RKT_EUliE0_EEviT1_"
"GPU activities",0.116212,0.104654,3336,0.031371,0.012032,0.037184,"void cudnn::detail::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(float, float, float, float, cudnnTensorStruct, float const *, cudnn::detail::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, float const , cudnn::detail::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float*, float const *, float const , float const , float, cudnn::reduced_divisor, int, float*, cudnn::detail::bnBwPersistentState*, int, float, float, float, int, float, cudnnStatus_t*, bool)"
"GPU activities",0.102595,0.092392,6579,0.014043,0.001184,0.059808,"void scalePackedTensor_kernel<float, float>(cudnnTensor4dStruct, float*, float)"
"GPU activities",0.093801,0.084472,474,0.178210,0.052576,0.211680,"void cudnn::detail::dgrad_engine<float, int=128, int=6, int=7, int=3, int=3, int=5, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::dgrad_engine<float, int=128, int=6, int=7, int=3, int=3, int=5, bool=1>*, kernel_grad_params, int, int, float, int, int, int)"
"GPU activities",0.087709,0.078986,17270,0.004573,0.000896,0.051583,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZZZNS0_19addcmul_cuda_kernelERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfffE_EEvS4_RKT_EUliE0_EEviT1_"
"GPU activities",0.086788,0.078156,1884,0.041484,0.002496,0.095648,"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_index_kernelIZNS0_17index_kernel_implINS0_10OpaqueTypeILi4EEEEEvRNS_14TensorIteratorEN3c108ArrayRefIlEESA_EUlPcSB_lE_EEvS7_SA_SA_RKT_EUliE_EEviT1_"
"GPU activities",0.080900,0.072854,21352,0.003412,0.000992,0.035968,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZNS0_23gpu_kernel_with_scalarsIZZZNS0_15add_kernel_cudaERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlffE_EEvS5_RKT_EUlfE0_EEvS5_SD_EUliE_EEviT1_"
"GPU activities",0.075993,0.068435,471,0.145297,0.061088,0.187999,"volta_scudnn_128x128_stridedB_splitK_interior_nn_v1"
"GPU activities",0.075150,0.067676,19154,0.003533,0.000896,0.035488,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZZZNS0_16sqrt_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_EEvS4_RKT_EUliE0_EEviT1_"
"GPU activities",0.071581,0.064462,17427,0.003698,0.001023,0.035968,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZZZNS0_15div_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_EEvS4_RKT_EUliE_EEviT1_"
"GPU activities",0.067813,0.061069,474,0.128836,0.055072,0.253215,"void cudnn::detail::dgrad_engine<float, int=512, int=6, int=5, int=3, int=3, int=3, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::dgrad_engine<float, int=512, int=6, int=5, int=3, int=3, int=3, bool=1>*, kernel_grad_params, int, int, float, int, int, int)"
"GPU activities",0.056910,0.051250,471,0.108810,0.050656,0.137151,"void cudnn::detail::wgrad_alg0_engine<float, int=128, int=6, int=8, int=3, int=3, int=5, bool=1, int=512>(int, int, int, float const *, int, cudnn::detail::wgrad_alg0_engine<float, int=128, int=6, int=8, int=3, int=3, int=5, bool=1, int=512>*, float const , kernel_grad_params, int, float, int, int, int, int)"
"GPU activities",0.052940,0.047675,11640,0.004095,0.001376,0.015392,"cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams)"
"GPU activities",0.024780,0.022316,1476,0.015119,0.000800,3.402199,"[CUDA memcpy DtoH]"
"GPU activities",0.024482,0.022047,4221,0.005223,0.001216,0.016800,"cudnn::gemm::computeWgradBOffsetsKernel(cudnn::gemm::ComputeBOffsetsParams)"
"GPU activities",0.018139,0.016335,471,0.034680,0.020448,0.048544,"volta_sgemm_128x32_nn"
"GPU activities",0.016964,0.015277,495,0.030862,0.019296,0.042080,"volta_sgemm_128x32_tn"
"GPU activities",0.016262,0.014644,2826,0.005182,0.003680,0.015488,"_ZN2at6native13reduce_kernelILi512ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_15sum_kernel_implIfffEEvRNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT0_"
"GPU activities",0.015215,0.013702,2826,0.004848,0.003040,0.016096,"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_15gpu_kernel_implIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE_clEvENKUlvE2_clEvEUlfE_EEvS4_RKT_EUliE2_EEviT1_"
"GPU activities",0.014330,0.012905,447,0.028870,0.027136,0.036096,"volta_sgemm_64x64_tn"
"GPU activities",0.011844,0.010666,1884,0.005661,0.003392,0.009024,"void at::native::reduce_kernel<int=512, at::native::ReduceOp<float, at::native::NormOps<float>, unsigned int, float, int=4>>(float)"
"GPU activities",0.009749,0.008780,2355,0.003728,0.003424,0.009536,"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_15gpu_kernel_implIZZZNS0_15div_kernel_cudaERNS_14TensorIteratorEENKUlvE0_clEvENKUlvE2_clEvEUlffE_EEvS4_RKT_EUliE2_EEviT1_"
"GPU activities",0.008587,0.007733,1884,0.004104,0.001248,0.020640,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZNS0_80_GLOBAL__N__56_tmpxft_00008b83_00000000_11_PowKernel_compute_75_cpp1_ii_8effb76d29pow_tensor_scalar_kernel_implIffEEvRNS_14TensorIteratorET0_EUlfE0_EEvS6_RKT_EUliE0_EEviT1_"
"GPU activities",0.008170,0.007357,8444,0.000871,0.000608,0.011552,"[CUDA memset]"
"GPU activities",0.007379,0.006645,4221,0.001574,0.001248,0.013280,"cudnn::gemm::computeWgradSplitKOffsetsKernel(cudnn::gemm::ComputeOffsetsParams)"
"GPU activities",0.007367,0.006634,471,0.014085,0.011295,0.021056,"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__merge_sort::BlockSortAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, long, ThrustLTOp<long, bool=0>, thrust::detail::integral_constant<bool, bool=1>, thrust::detail::integral_constant<bool, bool=0>>, bool, thrust::device_ptr<long>, thrust::device_ptr<long>, long, long*, long*, ThrustLTOp<long, bool=0>>(thrust::device_ptr<long>, thrust::device_ptr<long>, long, long, bool=0, ThrustLTOp<long, bool=0>, bool)"
"GPU activities",0.004907,0.004419,1256,0.003518,0.001088,0.017312,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZZZNS0_15div_kernel_cudaERNS_14TensorIteratorEENKUlvE0_clEvENKUlvE2_clEvEUlffE_EEvS4_RKT_EUliE0_EEviT1_"
"GPU activities",0.004589,0.004132,1099,0.003760,0.001056,0.016832,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZZZNS0_15mul_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlffE_EEvS4_RKT_EUliE0_EEviT1_"
"GPU activities",0.003457,0.003114,471,0.006610,0.006336,0.008224,"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_15gpu_kernel_implIZNS0_23gpu_kernel_with_scalarsIZZZNS0_15mul_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlffE_EEvS5_RKT_EUlfE0_EEvS5_SB_EUliE1_EEviT1_"
"GPU activities",0.002733,0.002461,942,0.002612,0.000896,0.014752,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZZZNS0_15neg_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlfE_EEvS4_RKT_EUliE0_EEviT1_"
"GPU activities",0.002689,0.002422,785,0.003084,0.002208,0.004864,"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_15gpu_kernel_implIZZZNS0_15mul_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlffE_EEvS4_RKT_EUliE2_EEviT1_"
"GPU activities",0.002675,0.002409,942,0.002557,0.000928,0.010656,"[CUDA memcpy DtoD]"
"GPU activities",0.002380,0.002144,18,0.119091,0.116736,0.121631,"volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1"
"GPU activities",0.001452,0.001307,628,0.002081,0.001728,0.003008,"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_index_kernelIZNS0_17index_kernel_implINS0_10OpaqueTypeILi8EEEEEvRNS_14TensorIteratorEN3c108ArrayRefIlEESA_EUlPcSB_lE_EEvS7_SA_SA_RKT_EUliE_EEviT1_"
"GPU activities",0.001329,0.001196,314,0.003810,0.003616,0.004832,"void at::native::reduce_kernel<int=512, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, int=4>>(float)"
"GPU activities",0.000870,0.000784,471,0.001664,0.001472,0.002464,"void _GLOBAL__N__55_tmpxft_000087ff_00000000_11_Indexing_compute_75_cpp1_ii_3eb26cd1::indexing_backward_kernel<float, int=4>(long*, _GLOBAL__N__55_tmpxft_000087ff_00000000_11_Indexing_compute_75_cpp1_ii_3eb26cd1::indexing_backward_kernel<float, int=4>, float*, float, long, long, long, long)"
"GPU activities",0.000717,0.000646,471,0.001371,0.001216,0.001920,"void kernelPointwiseApply2<TensorRemainderOp<long>, long, long, unsigned int, int=1, int=1>(OffsetInfo<TensorRemainderOp<long>, long, unsigned int>, OffsetInfo<long, long, int=1>, long, long)"
"GPU activities",0.000668,0.000601,314,0.001914,0.001792,0.002784,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZNS0_23gpu_kernel_with_scalarsIZZZNS0_14lt_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlffE_EEvS5_RKT_EUlfE0_EEvS5_SB_EUliE_EEviT1_"
"GPU activities",0.000647,0.000582,471,0.001236,0.001088,0.001824,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZNS0_23gpu_kernel_with_scalarsIZZZNS0_15div_kernel_cudaERNS_14TensorIteratorEENKUlvE0_clEvENKUlvE4_clEvEUlllE_EEvS5_RKT_EUllE0_EEvS5_SB_EUliE0_EEviT1_"
"GPU activities",0.000601,0.000541,471,0.001148,0.000992,0.001696,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZNS0_23gpu_kernel_with_scalarsIZZZNS0_15mul_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE4_clEvEUlllE_EEvS5_RKT_EUllE0_EEvS5_SB_EUliE0_EEviT1_"
"GPU activities",0.000582,0.000524,314,0.001670,0.001312,0.002592,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZNS0_23gpu_kernel_with_scalarsIZZZNS0_14eq_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlffE_EEvS5_RKT_EUlfE0_EEvS5_SB_EUliE_EEviT1_"
"GPU activities",0.000508,0.000457,471,0.000971,0.000832,0.001824,"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<long>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<long>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::use_default, thrust::use_default)"
"GPU activities",0.000435,0.000392,3,0.130709,0.129344,0.133407,"volta_scudnn_128x64_stridedB_splitK_small_nn_v1"
"GPU activities",0.000432,0.000389,314,0.001237,0.001120,0.001696,"void kernelPointwiseApply2<TensorMaxValueOp<float>, float, float, unsigned int, int=1, int=1>(OffsetInfo<TensorMaxValueOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, float, float)"
"GPU activities",0.000400,0.000360,314,0.001146,0.000896,0.009024,"void kernelPointwiseApply2<TensorMaskedFillOp<float, bool>, float, bool, unsigned int, int=1, int=1>(OffsetInfo<bool, float, bool>, OffsetInfo<TensorMaskedFillOp<float, bool>, float, unsigned int>, float, float)"
"GPU activities",0.000341,0.000307,157,0.001954,0.001824,0.002816,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZNS0_23gpu_kernel_with_scalarsIZZZNS0_14ge_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlffE_EEvS5_RKT_EUlfE0_EEvS5_SB_EUliE_EEviT1_"
"GPU activities",0.000335,0.000302,157,0.001923,0.001728,0.002432,"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_15gpu_kernel_implIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE_clEvENKUlvE2_clEvEUlfE_EEvS4_RKT_EUliE_EEviT1_"
"GPU activities",0.000312,0.000281,157,0.001790,0.001696,0.002656,"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_15gpu_kernel_implIZZZNS0_16fill_kernel_cudaERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlvE_EEvS4_RKT_EUliE2_EEviT1_"
"GPU activities",0.000065,0.000059,18,0.003255,0.003104,0.003520,"void cudnn::winograd::generateWinogradTilesKernel<int=0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<float, float>)"
"GPU activities",0.000065,0.000058,3,0.019434,0.019072,0.019616,"volta_sgemm_128x32_nt"
"API calls",56.154837,36.013238,6280,5.734592,0.009535,53.665328,"cudaMemcpyAsync"
"API calls",31.745975,20.359339,986607,0.020635,0.005244,2916.404476,"cudaLaunchKernel"
"API calls",4.156971,2.665950,4749553,0.000561,0.000264,5.554979,"cudaGetDevice"
"API calls",2.456982,1.575713,2462750,0.000639,0.000287,1.475487,"cudaSetDevice"
"API calls",2.005256,1.286011,6280,0.204778,0.001960,29.161223,"cudaStreamSynchronize"
"API calls",1.513409,0.970580,348936,0.002781,0.000523,15.277215,"cudaEventRecord"
"API calls",0.651450,0.417788,316476,0.001320,0.000536,2.664445,"cudaStreamWaitEvent"
"API calls",0.540147,0.346407,1008797,0.000343,0.000106,1.067002,"cudaGetLastError"
"API calls",0.277736,0.178118,8444,0.021094,0.007019,0.649981,"cudaMemsetAsync"
