id,name,class
0157_01,n000002,0
0158_02,n000002,0
0159_01,n000002,0
0160_01,n000002,0
0161_01,n000002,0
0162_01,n000002,0
0163_01,n000002,0
0164_01,n000002,0
0165_01,n000002,0
0166_01,n000002,0
0167_01,n000002,0
0168_03,n000002,0
0170_01,n000002,0
0171_01,n000002,0
0172_01,n000002,0
0173_01,n000002,0
0174_01,n000002,0
0176_01,n000002,0
0177_01,n000002,0
0178_02,n000002,0
0179_01,n000002,0
0180_01,n000002,0
0181_01,n000002,0
0182_01,n000002,0
0183_01,n000002,0
0184_01,n000002,0
0185_01,n000002,0
0186_01,n000002,0
0187_01,n000002,0
0188_01,n000002,0
0189_01,n000002,0
0190_01,n000002,0
0191_01,n000002,0
0192_01,n000002,0
0193_01,n000002,0
0194_01,n000002,0
0195_01,n000002,0
0196_01,n000002,0
0197_01,n000002,0
0198_01,n000002,0
0199_01,n000002,0
0200_01,n000002,0
0201_01,n000002,0
0202_01,n000002,0
0202_02,n000002,0
0202_03,n000002,0
0202_04,n000002,0
0203_01,n000002,0
0204_01,n000002,0
0204_02,n000002,0
0204_03,n000002,0
0204_04,n000002,0
0204_05,n000002,0
0204_06,n000002,0
0205_01,n000002,0
0207_01,n000002,0
0208_01,n000002,0
0209_01,n000002,0
0210_01,n000002,0
0211_01,n000002,0
0212_01,n000002,0
0213_01,n000002,0
0216_01,n000002,0
0217_01,n000002,0
0218_01,n000002,0
0219_01,n000002,0
0220_01,n000002,0
0222_01,n000002,0
0223_01,n000002,0
0224_01,n000002,0
0225_01,n000002,0
0226_01,n000002,0
0227_02,n000002,0
0228_01,n000002,0
0230_01,n000002,0
0231_01,n000002,0
0232_01,n000002,0
0233_01,n000002,0
0234_01,n000002,0
0235_01,n000002,0
0236_01,n000002,0
0237_01,n000002,0
0238_01,n000002,0
0239_01,n000002,0
0240_01,n000002,0
0241_02,n000002,0
0244_01,n000002,0
0245_01,n000002,0
0246_01,n000002,0
0247_01,n000002,0
0248_02,n000002,0
0248_03,n000002,0
0249_01,n000002,0
0252_01,n000002,0
0253_01,n000002,0
0254_01,n000002,0
0255_01,n000002,0
0256_01,n000002,0
0257_01,n000002,0
0258_01,n000002,0
0259_01,n000002,0
0261_01,n000002,0
0262_01,n000002,0
0263_01,n000002,0
0264_01,n000002,0
0265_01,n000002,0
0266_01,n000002,0
0267_01,n000002,0
0268_01,n000002,0
0269_01,n000002,0
0270_01,n000002,0
0271_01,n000002,0
0272_01,n000002,0
0273_01,n000002,0
0274_01,n000002,0
0275_01,n000002,0
0276_01,n000002,0
0277_01,n000002,0
0278_01,n000002,0
0279_01,n000002,0
0281_01,n000002,0
0284_02,n000002,0
0286_01,n000002,0
0290_01,n000002,0
0292_01,n000002,0
0296_01,n000002,0
0298_01,n000002,0
0299_01,n000002,0
0300_02,n000002,0
0302_01,n000002,0
0304_01,n000002,0
0305_01,n000002,0
0311_01,n000002,0
0312_01,n000002,0
0315_01,n000002,0
0316_01,n000002,0
0317_01,n000002,0
0319_01,n000002,0
0320_01,n000002,0
0321_01,n000002,0
0323_01,n000002,0
0325_01,n000002,0
0326_01,n000002,0
0327_01,n000002,0
0328_01,n000002,0
0329_01,n000002,0
0330_01,n000002,0
0331_01,n000002,0
0332_01,n000002,0
0001_01,n000003,1
0002_01,n000003,1
0003_01,n000003,1
0004_02,n000003,1
0005_01,n000003,1
0006_01,n000003,1
0007_01,n000003,1
0008_01,n000003,1
0009_02,n000003,1
0010_01,n000003,1
0011_02,n000003,1
0012_01,n000003,1
0013_01,n000003,1
0014_01,n000003,1
0015_01,n000003,1
0016_03,n000003,1
0017_01,n000003,1
0018_01,n000003,1
0019_01,n000003,1
0020_01,n000003,1
0021_01,n000003,1
0022_01,n000003,1
0023_03,n000003,1
0024_01,n000003,1
0025_01,n000003,1
0026_01,n000003,1
0027_02,n000003,1
0028_01,n000003,1
0029_01,n000003,1
0030_01,n000003,1
0031_02,n000003,1
0032_02,n000003,1
0033_01,n000003,1
0034_01,n000003,1
0035_01,n000003,1
0036_01,n000003,1
0037_02,n000003,1
0038_01,n000003,1
0038_02,n000003,1
0039_01,n000003,1
0040_01,n000003,1
0041_01,n000003,1
0042_01,n000003,1
0043_01,n000003,1
0044_02,n000003,1
0045_01,n000003,1
0046_01,n000003,1
0047_01,n000003,1
0048_03,n000003,1
0049_01,n000003,1
0050_01,n000003,1
0051_01,n000003,1
0052_01,n000003,1
0053_01,n000003,1
0054_01,n000003,1
0055_01,n000003,1
0056_01,n000003,1
0057_01,n000003,1
0058_01,n000003,1
0059_03,n000003,1
0060_01,n000003,1
0061_02,n000003,1
0062_01,n000003,1
0063_02,n000003,1
0064_02,n000003,1
0065_01,n000003,1
0066_01,n000003,1
0067_01,n000003,1
0068_01,n000003,1
0069_02,n000003,1
0070_01,n000003,1
0071_01,n000003,1
0072_02,n000003,1
0073_01,n000003,1
0074_02,n000003,1
0075_02,n000003,1
0076_01,n000003,1
0077_01,n000003,1
0078_01,n000003,1
0079_02,n000003,1
0080_01,n000003,1
0081_01,n000003,1
0082_01,n000003,1
0083_01,n000003,1
0084_03,n000003,1
0085_01,n000003,1
0086_01,n000003,1
0087_01,n000003,1
0088_03,n000003,1
0089_01,n000003,1
0090_01,n000003,1
0091_01,n000003,1
0092_01,n000003,1
0093_01,n000003,1
0094_01,n000003,1
0095_04,n000003,1
0096_02,n000003,1
0097_01,n000003,1
0098_01,n000003,1
0099_03,n000003,1
0100_03,n000003,1
0101_01,n000003,1
0102_01,n000003,1
0103_01,n000003,1
0104_01,n000003,1
0105_01,n000003,1
0106_01,n000003,1
0107_01,n000003,1
0108_01,n000003,1
0109_01,n000003,1
0110_01,n000003,1
0111_01,n000003,1
0112_01,n000003,1
0113_02,n000003,1
0114_02,n000003,1
0115_01,n000003,1
0116_02,n000003,1
0117_01,n000003,1
0118_01,n000003,1
0119_02,n000003,1
0120_01,n000003,1
0121_01,n000003,1
0122_06,n000003,1
0123_02,n000003,1
0124_03,n000003,1
0125_01,n000003,1
0126_01,n000003,1
0127_01,n000003,1
0128_01,n000003,1
0129_01,n000003,1
0130_01,n000003,1
0131_01,n000003,1
0132_01,n000003,1
0133_01,n000003,1
0134_01,n000003,1
0135_01,n000003,1
0136_01,n000003,1
0137_01,n000003,1
0138_01,n000003,1
0139_02,n000003,1
0140_01,n000003,1
0141_01,n000003,1
0142_01,n000003,1
0143_01,n000003,1
0144_01,n000003,1
0146_01,n000003,1
0147_02,n000003,1
0147_03,n000003,1
0148_01,n000003,1
0149_01,n000003,1
0150_01,n000003,1
0151_01,n000003,1
0152_01,n000003,1
0153_01,n000003,1
0154_01,n000003,1
0155_01,n000003,1
0156_02,n000003,1
0157_02,n000003,1
0159_01,n000003,1
0160_01,n000003,1
0161_01,n000003,1
0162_01,n000003,1
0163_02,n000003,1
0164_02,n000003,1
0165_01,n000003,1
0167_02,n000003,1
0168_02,n000003,1
0170_01,n000003,1
0171_02,n000003,1
0172_02,n000003,1
0173_01,n000003,1
0174_01,n000003,1
0175_04,n000003,1
0177_02,n000003,1
0180_01,n000003,1
0181_01,n000003,1
0183_02,n000003,1
0188_01,n000003,1
0191_01,n000003,1
0194_04,n000003,1
0200_02,n000003,1
0201_01,n000003,1
0202_01,n000003,1
0206_01,n000003,1
0207_02,n000003,1
0213_01,n000003,1
0214_01,n000003,1
0219_01,n000003,1
0220_02,n000003,1
0222_01,n000003,1
0224_01,n000003,1
0226_01,n000003,1
0227_01,n000003,1
0231_01,n000003,1
0232_01,n000003,1
0236_01,n000003,1
0240_01,n000003,1
0241_01,n000003,1
0244_02,n000003,1
0245_01,n000003,1
0246_01,n000003,1
0248_01,n000003,1
0249_01,n000003,1
0252_02,n000003,1
0253_03,n000003,1
0001_01,n000004,2
0002_02,n000004,2
0003_01,n000004,2
0004_02,n000004,2
0005_01,n000004,2
0006_01,n000004,2
0007_01,n000004,2
0008_02,n000004,2
0009_02,n000004,2
0010_01,n000004,2
0011_01,n000004,2
0012_01,n000004,2
0013_01,n000004,2
0014_01,n000004,2
0015_01,n000004,2
0016_01,n000004,2
0017_01,n000004,2
0018_01,n000004,2
0019_01,n000004,2
0020_01,n000004,2
0021_01,n000004,2
0022_01,n000004,2
0023_03,n000004,2
0024_01,n000004,2
0025_01,n000004,2
0026_01,n000004,2
0027_01,n000004,2
0028_02,n000004,2
0028_03,n000004,2
0028_05,n000004,2
0028_06,n000004,2
0028_08,n000004,2
0028_09,n000004,2
0028_10,n000004,2
0029_01,n000004,2
0030_01,n000004,2
0031_01,n000004,2
0032_01,n000004,2
0033_01,n000004,2
0034_01,n000004,2
0035_01,n000004,2
0036_01,n000004,2
0037_01,n000004,2
0038_01,n000004,2
0039_01,n000004,2
0040_01,n000004,2
0041_01,n000004,2
0042_01,n000004,2
0043_01,n000004,2
0044_01,n000004,2
0045_01,n000004,2
0046_01,n000004,2
0047_02,n000004,2
0048_01,n000004,2
0049_01,n000004,2
0050_01,n000004,2
0051_01,n000004,2
0052_01,n000004,2
0053_02,n000004,2
0054_01,n000004,2
0055_01,n000004,2
0056_01,n000004,2
0057_01,n000004,2
0057_02,n000004,2
0057_03,n000004,2
0057_04,n000004,2
0057_05,n000004,2
0058_01,n000004,2
0059_01,n000004,2
0060_01,n000004,2
0061_03,n000004,2
0062_01,n000004,2
0063_01,n000004,2
0064_01,n000004,2
0065_02,n000004,2
0066_01,n000004,2
0067_01,n000004,2
0068_01,n000004,2
0069_01,n000004,2
0070_01,n000004,2
0071_01,n000004,2
0072_01,n000004,2
0073_01,n000004,2
0075_02,n000004,2
0076_01,n000004,2
0077_02,n000004,2
0078_03,n000004,2
0079_01,n000004,2
0080_01,n000004,2
0081_02,n000004,2
0082_01,n000004,2
0083_01,n000004,2
0084_01,n000004,2
0085_01,n000004,2
0086_01,n000004,2
0087_01,n000004,2
0088_01,n000004,2
0089_01,n000004,2
0090_01,n000004,2
0091_01,n000004,2
0092_01,n000004,2
0093_02,n000004,2
0094_01,n000004,2
0095_01,n000004,2
0096_01,n000004,2
0097_01,n000004,2
0098_01,n000004,2
0099_01,n000004,2
0100_01,n000004,2
0101_01,n000004,2
0102_01,n000004,2
0103_02,n000004,2
0104_01,n000004,2
0105_01,n000004,2
0106_01,n000004,2
0107_02,n000004,2
0108_01,n000004,2
0109_02,n000004,2
0110_01,n000004,2
0111_01,n000004,2
0112_01,n000004,2
0113_01,n000004,2
0114_01,n000004,2
0115_01,n000004,2
0116_01,n000004,2
0117_01,n000004,2
0118_01,n000004,2
0119_03,n000004,2
0120_01,n000004,2
0122_01,n000004,2
0123_01,n000004,2
0124_01,n000004,2
0125_02,n000004,2
0126_03,n000004,2
0127_01,n000004,2
0128_02,n000004,2
0129_01,n000004,2
0130_03,n000004,2
0131_01,n000004,2
0132_01,n000004,2
0133_01,n000004,2
0134_01,n000004,2
0135_01,n000004,2
0136_02,n000004,2
0138_01,n000004,2
0139_02,n000004,2
0140_01,n000004,2
0141_01,n000004,2
0142_01,n000004,2
0143_01,n000004,2
0144_02,n000004,2
0145_04,n000004,2
0146_01,n000004,2
0147_01,n000004,2
0148_01,n000004,2
0149_01,n000004,2
0150_01,n000004,2
0151_01,n000004,2
0152_01,n000004,2
0153_02,n000004,2
0155_01,n000004,2
0156_01,n000004,2
0157_01,n000004,2
0159_01,n000004,2
0160_02,n000004,2
0161_01,n000004,2
0162_01,n000004,2
0163_04,n000004,2
0164_01,n000004,2
0164_04,n000004,2
0165_01,n000004,2
0166_01,n000004,2
0167_01,n000004,2
0168_01,n000004,2
0169_01,n000004,2
0170_01,n000004,2
0171_03,n000004,2
0172_01,n000004,2
0173_03,n000004,2
0174_01,n000004,2
0175_01,n000004,2
0176_01,n000004,2
0177_01,n000004,2
0178_01,n000004,2
0179_01,n000004,2
0180_01,n000004,2
0181_01,n000004,2
0182_02,n000004,2
0183_01,n000004,2
0184_02,n000004,2
0186_01,n000004,2
0187_01,n000004,2
0188_05,n000004,2
0190_01,n000004,2
0191_02,n000004,2
0192_02,n000004,2
0193_01,n000004,2
0194_03,n000004,2
0195_01,n000004,2
0196_01,n000004,2
0197_01,n000004,2
0198_02,n000004,2
0199_01,n000004,2
0200_01,n000004,2
0201_01,n000004,2
0202_01,n000004,2
0203_01,n000004,2
0204_01,n000004,2
0205_02,n000004,2
0206_01,n000004,2
0207_01,n000004,2
0208_01,n000004,2
0209_01,n000004,2
0210_01,n000004,2
0211_01,n000004,2
0212_01,n000004,2
0213_01,n000004,2
0214_01,n000004,2
0215_02,n000004,2
0217_02,n000004,2
0218_01,n000004,2
0219_01,n000004,2
0220_01,n000004,2
0221_01,n000004,2
0222_01,n000004,2
0223_01,n000004,2
0224_02,n000004,2
0225_01,n000004,2
0226_01,n000004,2
0227_01,n000004,2
0228_01,n000004,2
0229_02,n000004,2
0230_01,n000004,2
0231_01,n000004,2
0233_01,n000004,2
0234_01,n000004,2
0235_01,n000004,2
0236_01,n000004,2
0237_01,n000004,2
0238_01,n000004,2
0239_01,n000004,2
0240_01,n000004,2
0241_01,n000004,2
0241_02,n000004,2
0242_01,n000004,2
0243_01,n000004,2
0244_01,n000004,2
0245_01,n000004,2
0246_01,n000004,2
0247_01,n000004,2
0248_01,n000004,2
0249_02,n000004,2
0250_01,n000004,2
0251_01,n000004,2
0252_01,n000004,2
0253_02,n000004,2
0254_01,n000004,2
0255_02,n000004,2
0256_02,n000004,2
0257_01,n000004,2
0258_01,n000004,2
0259_01,n000004,2
0260_04,n000004,2
0261_01,n000004,2
0262_01,n000004,2
0263_01,n000004,2
0264_03,n000004,2
0265_01,n000004,2
0266_01,n000004,2
0267_01,n000004,2
0268_02,n000004,2
0269_01,n000004,2
0271_01,n000004,2
0272_01,n000004,2
0273_01,n000004,2
0274_01,n000004,2
0275_01,n000004,2
0276_01,n000004,2
0277_01,n000004,2
0278_01,n000004,2
0279_01,n000004,2
0280_01,n000004,2
0281_01,n000004,2
0282_01,n000004,2
0283_01,n000004,2
0284_01,n000004,2
0285_01,n000004,2
0286_01,n000004,2
0287_01,n000004,2
0288_01,n000004,2
0289_04,n000004,2
0290_02,n000004,2
0291_01,n000004,2
0292_04,n000004,2
0293_01,n000004,2
0294_01,n000004,2
0295_02,n000004,2
0296_02,n000004,2
0297_01,n000004,2
0298_01,n000004,2
0299_01,n000004,2
0300_01,n000004,2
0301_01,n000004,2
0302_01,n000004,2
0303_01,n000004,2
0304_01,n000004,2
0305_01,n000004,2
0306_01,n000004,2
0307_01,n000004,2
0308_01,n000004,2
0309_01,n000004,2
0311_01,n000004,2
0312_01,n000004,2
0313_01,n000004,2
0314_01,n000004,2
0315_01,n000004,2
0317_01,n000004,2
0319_02,n000004,2
0320_01,n000004,2
0321_01,n000004,2
0323_01,n000004,2
0324_02,n000004,2
0325_01,n000004,2
0326_05,n000004,2
0327_01,n000004,2
0328_01,n000004,2
0329_01,n000004,2
0330_01,n000004,2
0331_01,n000004,2
0332_03,n000004,2
0333_01,n000004,2
0334_01,n000004,2
0335_01,n000004,2
0336_01,n000004,2
0338_01,n000004,2
0339_02,n000004,2
0340_01,n000004,2
0341_01,n000004,2
0342_01,n000004,2
0343_01,n000004,2
0345_02,n000004,2
0348_01,n000004,2
0350_01,n000004,2
0354_01,n000004,2
0355_01,n000004,2
0364_01,n000004,2
0374_01,n000004,2
0375_01,n000004,2
0376_02,n000004,2
0377_01,n000004,2
0378_01,n000004,2
0379_01,n000004,2
0380_01,n000004,2
0383_01,n000004,2
0384_02,n000004,2
0386_01,n000004,2
0389_02,n000004,2
0390_01,n000004,2
0391_01,n000004,2
0392_01,n000004,2
0393_01,n000004,2
0394_01,n000004,2
0395_01,n000004,2
0396_01,n000004,2
0397_01,n000004,2
0400_01,n000004,2
0401_01,n000004,2
0402_01,n000004,2
0403_01,n000004,2
0405_01,n000004,2
0406_01,n000004,2
0407_01,n000004,2
0409_01,n000004,2
0412_01,n000004,2
0413_01,n000004,2
0414_01,n000004,2
0415_01,n000004,2
0416_01,n000004,2
0419_01,n000004,2
0420_01,n000004,2
0422_01,n000004,2
0423_01,n000004,2
0424_01,n000004,2
0425_02,n000004,2
0427_01,n000004,2
0429_01,n000004,2
0432_01,n000004,2
0001_01,n000005,3
0002_01,n000005,3
0003_01,n000005,3
0004_01,n000005,3
0005_01,n000005,3
0006_01,n000005,3
0007_01,n000005,3
0008_01,n000005,3
0009_01,n000005,3
0010_01,n000005,3
0011_01,n000005,3
0012_01,n000005,3
0013_01,n000005,3
0014_01,n000005,3
0015_01,n000005,3
0016_01,n000005,3
0017_01,n000005,3
0018_01,n000005,3
0019_02,n000005,3
0020_01,n000005,3
0021_01,n000005,3
0022_01,n000005,3
0023_01,n000005,3
0024_01,n000005,3
0025_01,n000005,3
0026_01,n000005,3
0027_01,n000005,3
0028_01,n000005,3
0029_01,n000005,3
0030_01,n000005,3
0032_01,n000005,3
0033_01,n000005,3
0034_01,n000005,3
0036_01,n000005,3
0037_01,n000005,3
0038_01,n000005,3
0039_01,n000005,3
0040_01,n000005,3
0041_01,n000005,3
0042_01,n000005,3
0043_01,n000005,3
0044_01,n000005,3
0045_01,n000005,3
0046_01,n000005,3
0047_01,n000005,3
0048_01,n000005,3
0049_01,n000005,3
0050_01,n000005,3
0051_01,n000005,3
0052_01,n000005,3
0053_01,n000005,3
0054_01,n000005,3
0055_01,n000005,3
0056_01,n000005,3
0058_02,n000005,3
0059_01,n000005,3
0060_01,n000005,3
0061_01,n000005,3
0062_01,n000005,3
0063_01,n000005,3
0064_01,n000005,3
0065_01,n000005,3
0066_01,n000005,3
0067_01,n000005,3
0068_01,n000005,3
0069_01,n000005,3
0070_01,n000005,3
0071_01,n000005,3
0072_01,n000005,3
0073_01,n000005,3
0074_01,n000005,3
0075_01,n000005,3
0076_01,n000005,3
0077_01,n000005,3
0078_01,n000005,3
0079_01,n000005,3
0080_01,n000005,3
0081_01,n000005,3
0082_01,n000005,3
0083_02,n000005,3
0084_01,n000005,3
0085_01,n000005,3
0086_01,n000005,3
0087_01,n000005,3
0088_01,n000005,3
0089_01,n000005,3
0090_01,n000005,3
0091_01,n000005,3
0092_01,n000005,3
0093_01,n000005,3
0094_02,n000005,3
0095_01,n000005,3
0096_01,n000005,3
0097_04,n000005,3
0098_01,n000005,3
0100_01,n000005,3
0101_01,n000005,3
0102_01,n000005,3
0103_01,n000005,3
0104_01,n000005,3
0105_01,n000005,3
0106_01,n000005,3
0107_01,n000005,3
0108_01,n000005,3
0109_01,n000005,3
0110_01,n000005,3
0111_01,n000005,3
0112_02,n000005,3
0114_01,n000005,3
0115_01,n000005,3
0116_01,n000005,3
0117_01,n000005,3
0119_01,n000005,3
0120_01,n000005,3
0121_01,n000005,3
0122_01,n000005,3
0123_01,n000005,3
0124_01,n000005,3
0125_01,n000005,3
0126_01,n000005,3
0127_01,n000005,3
0128_01,n000005,3
0129_01,n000005,3
0130_01,n000005,3
0131_01,n000005,3
0132_01,n000005,3
0133_01,n000005,3
0134_01,n000005,3
0135_01,n000005,3
0136_01,n000005,3
0137_01,n000005,3
0138_01,n000005,3
0139_01,n000005,3
0140_01,n000005,3
0142_01,n000005,3
0143_01,n000005,3
0144_01,n000005,3
0145_01,n000005,3
0146_01,n000005,3
0147_01,n000005,3
0148_01,n000005,3
0149_01,n000005,3
0150_02,n000005,3
0151_01,n000005,3
0152_02,n000005,3
0153_01,n000005,3
0154_01,n000005,3
0155_01,n000005,3
0156_01,n000005,3
0157_02,n000005,3
0158_01,n000005,3
0159_01,n000005,3
0160_02,n000005,3
0161_01,n000005,3
0162_01,n000005,3
0163_02,n000005,3
0164_01,n000005,3
0165_01,n000005,3
0167_02,n000005,3
0168_01,n000005,3
0169_01,n000005,3
0174_01,n000005,3
0175_01,n000005,3
0176_02,n000005,3
0178_01,n000005,3
0179_01,n000005,3
0180_01,n000005,3
0181_02,n000005,3
0182_01,n000005,3
0185_01,n000005,3
0186_01,n000005,3
0190_01,n000005,3
0192_01,n000005,3
0194_03,n000005,3
0195_01,n000005,3
0197_02,n000005,3
0203_01,n000005,3
0205_01,n000005,3
0207_01,n000005,3
0208_01,n000005,3
0209_01,n000005,3
0210_02,n000005,3
0213_01,n000005,3
0215_01,n000005,3
0216_01,n000005,3
0218_01,n000005,3
0219_01,n000005,3
0220_01,n000005,3
0221_01,n000005,3
0222_02,n000005,3
0226_01,n000005,3
0229_01,n000005,3
0233_01,n000005,3
0240_01,n000005,3
0241_01,n000005,3
0243_02,n000005,3
0244_01,n000005,3
0271_01,n000005,3
0284_02,n000005,3
0287_01,n000005,3
0291_01,n000005,3
0299_01,n000005,3
0306_01,n000005,3
0325_01,n000005,3
0350_01,n000005,3
0395_01,n000005,3
0396_01,n000005,3
0397_01,n000005,3
0399_01,n000005,3
0400_01,n000005,3
0401_01,n000005,3
0403_01,n000005,3
0404_01,n000005,3
0405_01,n000005,3
0406_01,n000005,3
0407_01,n000005,3
0408_02,n000005,3
0409_01,n000005,3
0411_01,n000005,3
0413_01,n000005,3
0420_01,n000005,3
0422_01,n000005,3
0423_01,n000005,3
0424_01,n000005,3
0428_01,n000005,3
0430_02,n000005,3
0431_01,n000005,3
0439_01,n000005,3
0451_01,n000005,3
0001_01,n000006,4
0002_02,n000006,4
0003_01,n000006,4
0004_01,n000006,4
0004_02,n000006,4
0004_03,n000006,4
0004_04,n000006,4
0004_05,n000006,4
0004_06,n000006,4
0005_01,n000006,4
0006_01,n000006,4
0007_01,n000006,4
0008_01,n000006,4
0009_01,n000006,4
0010_01,n000006,4
0011_01,n000006,4
0012_01,n000006,4
0013_01,n000006,4
0013_02,n000006,4
0014_01,n000006,4
0015_01,n000006,4
0016_01,n000006,4
0017_01,n000006,4
0018_01,n000006,4
0019_01,n000006,4
0020_01,n000006,4
0021_02,n000006,4
0022_01,n000006,4
0023_01,n000006,4
0024_01,n000006,4
0025_01,n000006,4
0026_01,n000006,4
0027_01,n000006,4
0028_01,n000006,4
0029_01,n000006,4
0030_01,n000006,4
0031_01,n000006,4
0032_01,n000006,4
0033_01,n000006,4
0034_01,n000006,4
0034_02,n000006,4
0035_01,n000006,4
0036_02,n000006,4
0037_02,n000006,4
0038_01,n000006,4
0039_01,n000006,4
0040_01,n000006,4
0041_01,n000006,4
0042_01,n000006,4
0043_01,n000006,4
0044_01,n000006,4
0045_02,n000006,4
0045_04,n000006,4
0046_01,n000006,4
0047_01,n000006,4
0048_01,n000006,4
0049_01,n000006,4
0050_01,n000006,4
0051_01,n000006,4
0052_01,n000006,4
0053_02,n000006,4
0054_01,n000006,4
0055_01,n000006,4
0056_01,n000006,4
0057_01,n000006,4
0058_01,n000006,4
0059_01,n000006,4
0060_01,n000006,4
0061_02,n000006,4
0062_01,n000006,4
0063_02,n000006,4
0064_01,n000006,4
0065_01,n000006,4
0066_01,n000006,4
0067_01,n000006,4
0068_01,n000006,4
0069_01,n000006,4
0070_01,n000006,4
0071_01,n000006,4
0072_01,n000006,4
0073_01,n000006,4
0074_01,n000006,4
0075_01,n000006,4
0076_01,n000006,4
0077_01,n000006,4
0078_01,n000006,4
0079_01,n000006,4
0080_01,n000006,4
0081_01,n000006,4
0082_01,n000006,4
0083_01,n000006,4
0084_01,n000006,4
0085_01,n000006,4
0086_01,n000006,4
0087_01,n000006,4
0088_02,n000006,4
0089_01,n000006,4
0090_01,n000006,4
0091_01,n000006,4
0092_01,n000006,4
0093_01,n000006,4
0094_01,n000006,4
0095_02,n000006,4
0096_01,n000006,4
0097_01,n000006,4
0098_01,n000006,4
0099_01,n000006,4
0100_01,n000006,4
0101_01,n000006,4
0102_01,n000006,4
0103_01,n000006,4
0104_01,n000006,4
0105_01,n000006,4
0106_01,n000006,4
0107_01,n000006,4
0108_01,n000006,4
0109_01,n000006,4
0110_01,n000006,4
0111_01,n000006,4
0112_01,n000006,4
0113_01,n000006,4
0114_01,n000006,4
0115_01,n000006,4
0116_01,n000006,4
0117_01,n000006,4
0118_01,n000006,4
0119_02,n000006,4
0120_01,n000006,4
0121_01,n000006,4
0122_01,n000006,4
0123_02,n000006,4
0124_01,n000006,4
0125_01,n000006,4
0126_01,n000006,4
0127_01,n000006,4
