194967,870,290633 350441 15919
113977,2733,11609 21362
437877,3531,287220 320571 22466 116344 409129 333129 39833
440085,104,438342 306136
540227,1794,105810 299804
26767,3263,320082 320571 15919
63729,3067,463938 347508 469315
167217,3358,214333 15919 375117 216326 370925 116344 375022 126880
442463,2025,303033 448712
114269,1935,324980 187438 15817
73371,5122,354684 402870 452683
356347,2522,330720 302752 442796 22466 375117
14076,2444,77009 76380 22773 385427
477871,2596,401060 374790 451292
510672,5345,450188 457555 275656
290803,5573,361768 466355
137336,3274,467521 421076
213593,5527,320571 216325 370925 15919 377692 370696
94274,1127,379169 93684
165214,2496,85529 39820
76702,421,432721 15919 18991 370925 307131
100992,4104,290633 40229 15919
94168,664,388942 232541
51184,5916,427302 277016 401768
407985,1402,332780 15919 333129 82400 372858
243085,5451,147374 437554 15919
524062,1329,465153 327383 15919 448697 400498 375117 297734 300535
159530,4775,12002 140 407012 363306
331069,873,18680 22773 18389 167933
39448,4355,20965 15919 441899 118217
158434,4233,95696 299780
366384,4154,392981 407012 12002 140
495424,2910,259757 387475
518351,4207,24440 23968 332525 109963
130860,4772,437935 466125
318857,2664,121481 362379 54895 325543
370427,4193,17121 385804 10992
401398,3007,228696 320571 15839
115682,4823,74326 195623
120944,5731,607781 444072
517930,5593,466558 198499 457555
59306,2254,353847 332184 422994
245610,5292,315337 14386 361834 281896
19909,1056,378976 22466
456756,3505,22466 22977 15919 192721 283511
343686,4935,322043 214333 370696 216325 370925 286652
409406,3837,278201 25755
350893,3366,323406 97992
99319,1146,14557 427973
2571,1044,240261 15919
329444,3287,363953 276303 333559 138087 276303 23149 18400 27325
75920,289,293545 343714
513823,1709,459288 112224 15919
256861,3804,112999 106841
357696,5266,330720 71326
573041,1057,425841 432491 403078 364179 197642
562442,3605,205746 73458 3766
424545,3061,135010 334766 393462 48 14443
6566,3148,307131 15919
557671,4371,78960 434038
577770,66,76037 37108 1132
522375,2476,466138 24792 468952
116100,2492,313967 422994 332184 374959 140265
380578,1782,120 386991
545296,2238,29032 278041 22466 292067
266063,4372,80318 365288
524693,597,81932 341462
538058,5898,104683 124563 398636 469960
279221,906,429657 427394 444100 334370 440450 161065
32677,4360,414968 297411
389097,5154,67225 378107 361934 111 99938 24981
270595,3433,36533 4683 38099 136368
382735,2697,394970 33002
111803,954,17492 116221
569110,3322,104 194726 469315
315850,2705,394309 129234 22769 432206 47284
381202,5803,121247 434038
496083,3230,218234 359825
243791,36,278908 47284
75830,1009,158681 132758
208887,902,271053 303033
249385,343,438444 15919 192721
115520,3698,114064 47284 15919 109963
416071,3724,14616 281453 158703
453480,289,590669 21777 1140 21777
59945,2988,439785 327383 15919 447631
456664,1765,424743 26488
418485,3276,373417 468253
485921,879,246837 135010
522106,5619,313696 348554 22466 334681 111830 375117
181731,1684,290633 357659 327383 462147 426341
285545,5561,228696 384564 15919 377692
361493,2901,16599 288876 319116
89611,4539,464368 329781
139088,4924,267771 322766 408833 122
458895,3802,22466 266145 286652
229360,5393,290633 72548 326207 390615 224226
181940,1431,268946 411061 15919
553579,5809,121559 214264 111257 290798 303924
144960,2293,327383 15919 18991 447631 400498
269371,5502,23923 299768 15858 27297 161257 354420 23173 320343
155579,3268,362246 299592 389585
534973,2826,35131 115804 30 72360
1098,5535,20965 15919
399326,2930,447631 15919 30 277016
491035,5374,8479 322025 373868
142417,5212,84852 304851 15919 25857
79352,1823,420500 117416
28353,1135,69682 231039
304522,5380,377692 327731 47284 47267 277016
309590,88,374790 507147
303981,5991,372858 385427 329217
278104,4368,430330 39343 462147 43 33 46 16708 375117
344487,4745,322364 385500 375117
134479,2492,163822 422994 335470 390615
100252,4783,444699 270388
195993,3575,294039 15919 356973 294133
449621,1143,295508 441163 353639 212375
148210,3005,176069 240820
510812,1978,450188 77048 114136
100861,1597,330720 384631
512118,5075,454860 113004
413762,561,290633 387913 442299 462147 426341 370308
122633,768,272565 324997 325316
541744,2448,109963 290633 281272
345670,3700,15919 375117 327383 216326 370925 369889 447631 400498 400014
172881,1201,419055 72688 116221
192406,4898,375022 40229 15919 137424
2850,4869,304851 15919
163931,3119,127337 214264
429868,2428,481665 6603
453775,4933,429225 294133 404954
508354,737,78691 296551 44 22409 390615
67873,729,425982 354583
509807,3914,453664 433731 387879 15919
510270,5108,453914 13132 16708
452691,2700,305766 336044 82759
468627,956,440546 435434 108238 250098
419382,276,597792 975
569497,1790,3377 907
213791,1801,303173 390601 299999
503506,2192,40056 23393 114064
330987,4867,318179 108708 19304
83570,1669,216325 370925 452487 15919
412713,5444,290633 298746 303924
117505,4302,273081 450188 431115
351870,397,324980 357504 442925 15892 359206
213292,3101,164124 407012
298212,4606,104158 319116
470233,330,443395 370925 327731 82400 277016
462063,2763,436214 236929 15919
46909,5064,436214 304851
566474,3412,34752 279175 28625 88430
422553,4511,312416 414792 430330 274171 16708 22466
169841,5773,395350 439337
109061,1464,429255 334370 403446 267553
504886,3234,62812 362902
134991,1706,239162 332184 422994
516870,639,459555 283787 432510
216418,4296,401396 191509
146788,4002,69682 46 231039
326368,504,18166 187709 104576 299961
148420,5943,247754 216325 377692 370925
397561,2492,278016 344139 460875 40056 333129 385427
245927,5488,320439 189085
227016,1504,432152 432532 283511
29793,2703,409611 447631 15919
352361,103,324980 462147 341607 288241
468623,3539,440546 329217
310119,5942,377129 383324 167232 293790 333559 331932
189250,4940,215251 356973 327383
529067,4200,89574 319621 121003
404134,3323,273081 358028 84599 150970
119660,293,330720 216045
150850,530,306070 220052
451354,2244,301464 17144
275006,432,214333 77009
281070,2402,298875 422994
310204,3432,375850 502143 978 33 979 112
131864,33,377071 303369 40229
24586,1753,453995 15919
183926,5115,12002 426961
157466,3250,306373 324980
60052,1050,335952 327383 15919 216326 370925 369889
479248,5281,408194 94127
115892,5666,82759 106892
181847,5276,279848 435991
469118,3300,147126 24259 106079
251010,2912,176100 96074 172108 300741
96248,1611,295321 413743
231347,5524,122767 285375
468062,5871,439565 437037 214333 22466 344139
489429,3185,53178 310611 460674 217305
191377,3522,18178 15453 26391 334766
1082,4793,20965 15919
20252,4441,441899 20965 15919
159363,5187,136839 422994
562402,4361,51482 319908
514448,4199,464831 363293 333559
401677,732,274433 8970 286671 164383
35298,2024,350204 304851
375515,4362,17468 465868
551273,1669,116344 47267 15919 109963 212982
416731,444,303645 270442 369889
70966,1712,327490 26475 332525 30552
370095,2867,332799 294677
184543,896,28879 465973
441162,5869,290360 356923 23968
194560,20,46139 116708
370981,3729,17123 430260 402888 361934
252480,4216,153157 22466 169341
389581,5179,4524 380916 4516
225131,5430,12002 48 156206 407012 324396 112999 79191
541340,2973,106079 394565
50238,3881,322468 320571 15919 375117
490062,3922,426153 256439 216325 126759 426153 256439
272556,2649,314238 374337 25557 26355
166678,55,468765 326709 15919 216326 370925 228696 116344
298376,737,365288 15919 15817 329474 320731 334766
502127,1167,47284 296591
260499,4369,216325 370925 321286 21192 20180 82759 16599 467960
129379,1458,301994 457555 306174 390615
80677,2309,47267 22466 109963
545728,3417,108848 349935 463938
572126,1663,491206 510011
222642,4577,56449 327383
395476,4468,458597 464286 397765
339072,508,369889 188040
504948,336,50468 464368 350780
226992,1101,430330 469960 462147 320731
512359,3993,457166 401172 317896
429335,1921,324292 211255
340293,3677,357504 309319 22683 18046 441163
366818,3917,333040 23968
64283,2607,77009 76380 14386 103592
188435,323,441899 15919 216325
167693,5040,429657 191339
56143,2177,282866 82759 333559
256942,592,206149 15919 225719
112362,2815,381973 47284 15919 109963 216325 377692 370925
550575,3381,112999 465285 21471
505823,3101,67340 273948 33462
360612,2946,329811 145221 225024
435716,3604,390541 336770
530682,1795,82400 304851 15919 84852 370696
25553,4531,114344 422994 335470
287,1930,377692 216325 370925 15919
100906,1829,343714 431115 12002
177624,3480,320731 365288 15919 216326 370925 324871
165165,2865,104683 134968 15919
79583,657,427302 297411
533464,3329,82759 282866 425224 279838 376727 332206 78715
532350,2479,385427 216325 18991 370925 15919 333129 324824 432206
27632,5753,240631 305766
131787,3786,395350 378659
450917,2993,303472 14488 213787 431420 307508
358721,5694,334079 396381 30175
432183,5644,325111 298638 15919 216325 370925 116344
253419,4691,129141 47284 15919
160563,172,290633 329781
176990,1089,295051 11858
198012,424,470109 350013
396876,4689,183413 442128 356714
546885,4735,86584 329497
2040,1822,320571 15919 375117
232403,1470,15919 325111 439081
316158,935,20184 24459 356714
504291,2048,47310 327383 15919 112999 372614
457588,5306,425982 361934 195652 17475 4263 32841 423023
200117,4410,125495 377813
424675,2408,226218 354583 327383
392002,2046,405756 83069 436313 448582
27874,2092,95696 321286
164831,5635,13633 15548
223477,5948,240631 375960 10132 454561
117902,3766,40353 263514
536516,2257,91391 136939 419436 120693 372166 49 18856
198914,758,29576 30411 441163
362831,1668,332895 469442 452272
228867,4360,32217 459694 434189 329738
271215,906,63891 469079 440997
260111,941,266903 39343
168092,5449,310280 304851 15919
261189,2786,441707 37069 305766
290056,4247,584232 214333 15919 216325 18991
505700,3318,237586 34248 3602
298509,5062,422093 82759
75645,4860,370696 320571 15919 228696
357912,636,332502 238613 320439
269038,3076,465285 430260 328928 368328
575161,863,441707 465285 112224
456239,751,432519 284138 23427 85734 270442
190455,5873,303409 303369 329769
91226,3761,271819 395322
433823,102,57714 138507 273308
59194,5258,319708 409611 427302 320571
417665,5651,301112 462147 15817
30210,2698,364561 419561
67755,245,274936 116201 422994
337772,5007,371258 417202 146481
129004,3539,116463 374068
61182,1528,378935 296598
231511,2490,336770 414239
212172,4404,4058 26475
459551,2300,429668 294039
111238,4774,128089 307131
315453,2807,468806 377692 15919 216325 370925 396027 21192 283511 320571
527365,1935,5533 299126 273334
42375,1431,121612 15919
409615,4005,277474 33551 141319 287591 171990
121441,1497,301112 17278 277016
5813,3790,304851 216325 370925 15919
400624,5583,270343 321609
148584,5544,343302 422994
428184,1879,320473 13476 24827
165318,732,90901 121003
189653,2724,171258 116221
32104,1648,370696 320571 22466
35094,5830,39820 216325 370925 15919
214175,2326,15839 393610
423571,2533,173587 286847 378659 239021 376658
172301,2468,131758 46 120
139761,4634,402707 12009
520269,2594,295321 112171
301628,4579,19292 138658
144494,1004,376059 124996 216325
292375,4087,172752 136 19533
146542,2840,104683 457931
50641,5132,277032 327448 304851
13574,3783,249265 422994 327731
560596,58,138051 272565
348247,3102,327731 13129 17626 449776 375022 333129
235870,3691,374790 442555 4144 1040
363338,1307,16599 19518 94809
137536,3080,227179 361934 15919
75122,5138,84852 304851
445346,3515,304988 279848 103110
505864,1158,233329 22409 331563
535632,3075,48693 16599 416037 333559
467403,3230,441933 15919 15817 234005
538966,5148,28654 29264 297542
475056,1846,20631 268844 281896
40820,3178,178502 422994
32882,4735,458519 307131 15919
307583,4116,19231 28742 101948 158417 273799 332491
461721,4217,436214 274046
539201,3902,28661 39877 334766
65366,5807,400014 327383 137424
209682,5774,376059 222563
572788,5316,424193 474344
554793,4345,120858 170124
563225,3200,915 464623 281896
481714,1317,180239 214333 18991
462696,145,438558 29562
368450,3755,357988 384559 15919 18099 438482
258674,2739,469333 915 332284
201897,1475,137424 215266
515928,3630,469592 277390
161639,2556,69957 1131 14475 284969 89033
337108,2381,367632 216328 459555 89775 402707 313291 314415
568403,977,48 127 407012 324396
204303,3091,14053 26414 15919
265077,114,92726 400812
457801,1292,425982 414968 320571 370696 216325 370925
140475,449,333828 245021
123946,1078,23129 466355 297411
77094,3644,176069 15919
547505,4155,29162 29162 122123
464512,2245,435785 20526
7043,4370,78824 305766
380902,3016,78824 396397 86784 451400
51483,4190,423184 15919
87349,4403,290633 39869
504714,610,56847 17300 271583 19237
178511,4235,306609 416093
373792,206,344139 301112 469960 15919
439379,5991,131924 200500 364939
86351,83,377692 327383 15919
290568,2284,13124 14426 451292 289542
234942,3797,390615 434038
156938,4104,294281 441163 422716
579538,1117,493305 442295
570793,5431,521917 422994
211798,5229,333791 388680 166193 389760
239243,5772,15919 326390 400156
95483,3323,290633 384627 43 27641 386595 43 33 47 16708
274825,5301,424026 356714 324396
360381,2634,339169 113001 141315 385775 80805
236587,2391,148827 334766
413933,1775,290633 178505 306136
310709,2725,384256 308887 21777
401834,3247,267501 19817 242810
208292,3433,369362 462886
49094,2550,326390 15919 267098 327383
424467,2721,314035 419561 87941 425224 420859 18053 17329 320606
247870,1570,288241 388626
2438,4071,47284 15919
490801,5516,25173 9136 231692
88931,3326,342104 338240
227343,2645,172156 464074
321026,446,402707 344776 12009 362348 313291 367613
337890,1770,371258 97229 156972
131553,599,324980 91400
544618,4451,282282 3523 218587
239825,3756,329217 39343 375715 462147
490667,3010,10253 320571 15919 375117
286511,3673,230532 466355
393206,5555,550948 23910 47284
311226,4436,379570 365510 411107
501810,634,26362 24795
533847,4942,27787 8552 298372
367753,2277,342129 416037 67365
21202,292,439565 214333 15919
330971,4385,18634 497560 1131 38251
149372,4606,380474 294133
14835,4206,407012 12002 1235 156206
363798,5148,16599 416220 363293 22466
492498,2327,15161 386645
5118,5956,192721 15919
169367,1575,370378 117671
49066,3391,280733 422994 335470
80870,159,166697 419561 300204 418264
539832,2245,445221 453222
425027,593,319116 470339
1195,754,20965 15919
465742,1702,440773 15919 72548 216325
370674,4994,342478 365288 15919 216325 370925 21192 320731 369889
529404,60,89773 122767
304082,4260,375117 72929 24517
52763,5141,11430 324442 327383 322388 283659
65492,811,121003 322043 441707 36 84210
350969,1331,162641 111510 546199
105295,4843,464298 432097
271028,4792,357350 374229
385362,4236,100451 81034
155120,1277,121702 327383
238869,5576,330720 398670 136914 421870
329393,1310,362273 332206
219762,308,3598 34 76286
461625,2141,436214 320571 84852
382680,3404,132012 125546 603630
181729,3537,290633 448659 327383
236420,3059,381973 384564 15919 349366
23600,5466,439081 22466
213097,4425,270442 443647
551708,3477,121612 15919 378918 333559 290798 406016 350204
398341,5545,266691 176925 96168 338428 393673
546184,158,111740 417365
5248,3543,192721 15919
364393,2695,240261 15919 404150 437117
265371,4572,108665 284138 334766 290798
139069,3973,276436 384178
564597,2269,216325 370925 327731 377692 379715 327383 324824 400014
498534,1827,23129 277016 15919 15817 441899 216325 350013
556654,1827,126880 304851 15919 28099 410009
94547,772,291440 163708
267704,2986,467338 355064 268427
40210,2915,438224 22466
530733,2105,82400 327383 216325 370925 436026 438482
401942,4374,90859 339557 23895 96461 126880 109995
341150,1474,321669 169046 22466 113663
72960,4802,430330 298638
430114,4906,249155 445510
257630,405,77009 76380 14386 333559 29694
180786,5063,392110 384564 15919 109963 442299 430503
461148,2240,22683 468332 82400 313062 334766 425982
350622,1707,323484 140895 89033
542011,3931,28879 385427 442299 109963 106079 209346 375022
518715,1560,467633 461349 29575
55251,1607,370696 320571 15919 116344
1151,2543,20965 15919
258047,4081,433502 73584 80812 140
520830,4041,391837 310823
400706,3369,270496 361934 270442
207097,3940,16178 452272 22466
458103,4208,425982 47267 109963 286652 116344 283511 167562 13935
432586,2334,326709 15919 106079 89330 287220
226915,2563,131677 372858 320571
349691,3467,327365 324980 367054 371387
477789,114,403743 116192
159673,1950,26602 395350 46 18856 378659 304257
540851,3845,103110 432286
67634,4102,365511 344157 457200
578128,1168,113 6944 109 80692
105094,2541,34938 434038
407410,2517,170685 402707 54895
524106,1160,335952 327383 15919 216325 370925 18991 377692 375022
367716,904,310234 14386
228654,2032,324824 452500 15919 137424 216326 370925 333129
485311,5879,21801 305349 443697 15919
367742,2235,339871 177462 35289 3499
488755,3805,420486 262079
560163,46,141797 34314 48627
407690,3562,283511 327383 15919 447631 116344 84852
148568,4146,290633 115198 15919 166193
422772,1985,314982 17144 80914
313915,819,170592 18257 25725 14436
448704,2014,226317 213122 266519 131443 334766 379942
274439,5099,402216 368171 447444 354420
351469,5774,324980 453825 448644 330720
425455,4430,324567 154500 419342 453222
297969,1656,356425 339709 91208 315360
166109,2628,134995 378659 330720
148720,5546,134743 50327 15919
254537,1042,470117 402707
363358,514,197513 344924
488120,1617,346102 319708 307131
143106,3571,22466 320571 442299
476216,2871,405635 15919 320731
576933,3805,486159 103 324980 330720 446079 445160 109963 462147 283659 30338 466355 432755 385427
383905,495,589883 432152
506725,3758,72320 27099
564617,462,216325 370925 327731 377692 116344 432532 327383
282242,5265,298755 29296 15919 216325 370925 370696
296616,2782,324396 460875 191339
289147,3464,148034 80939 407012
27570,879,3393 903
473959,879,403650 15919 108596
191989,3722,383526 444564
1719,4154,214333 15919
423090,4374,320030 477456
304197,3504,425932 447631 15919
287756,2589,290633 117671
143471,2756,308335 325455 31261
411828,5800,289428 327383 441947 15919
95046,634,427302 23274 319708 23393
323068,614,361934 15919 369889 409129 109063 324396 79366
180199,3730,356992 341969
107391,5529,434189 386656 329474 25218
221968,2326,191339 460875
455060,5896,426641 86742
215722,547,519602 425147 365755 73587 424706
217805,2355,340422 119987
540481,2716,111611 323035
345094,5072,322866 170544 375117 15840 18023 22773 341137
130788,1251,600013 121846
206497,3795,16599 15358 296092 468806 295049 370925
453330,4460,215494 334766 320157
474321,2817,146481 9852
243088,5696,249265 304332
81060,1112,353639 368042 342104 408233
127285,4386,292602 441163
203661,3757,22890 24611 349027 216325
351765,5305,324980 338880 355417
195773,4327,305642 431065 15919
294742,2120,330720 416093
188759,3890,292964 102123 92828 103592
4623,4548,112224 15919 216325 370925
580916,564,311098 407012 350204 107975
54956,2962,347558 10954
28056,1808,304851 15919 116344 21192 333559 333129 3444 154393
47008,3454,323004 4654 17849 15261 216568
269578,1940,7928 397141
548548,3671,283545 387832 364269
328312,4634,354420 22466 125789 454814
179253,1720,357111 23129 277016 15919 467646
138007,5761,385427 15817
394813,1119,274709 16484 96797 213909
61370,2478,12002 257629 306174 390615
268627,3390,426089 226317
134725,1277,129858 121401
505393,4363,407299 432124 296092 409629
230392,2115,128395 340632 469315
210132,4027,359701 11890
579601,5738,67160 13976 457166 98556 232541 457166 320505 457166 103204
501707,2251,40353 116221 392773
106885,79,282282 173728
414550,3320,290633 222368 356923 466652 322388
232968,842,15919 341137 116344 432532 409129 320731
12971,3160,294133 22466
117332,4333,324648 328935
162698,5426,329217 6603 141542 462147 18916 100337
231802,849,160355 320571
391159,2580,211614 358028 17535 1204
146881,2512,610131 23 128662
347757,4323,326207 7638 216325 370925 178234
538430,5762,103786 187831 155545 250989
25114,2920,216325 370925 327731 377692 379715 327383
102767,5749,457555 233853
529595,3644,87849 159631 288048 159729 147797 426299
163738,5981,310001 385427
478479,2179,262079 334766 329474 159729 426299 20915 311509
226607,275,437117 298638
276291,3983,437117 288732
402060,2343,512986 376333
33242,1961,450641 39877
339546,2131,357877 260506 22773 63054 15436
479161,716,407333 17564 20472 21767
529216,3320,89574 245021 302074 19366 367606
28022,4408,31137 22466
222955,3865,106079 439736 15919 228696
2169,945,320571 15919 375117
569258,4591,70693 407012 111293
180975,2291,336770 23965
189246,1512,319361 307131
407760,3655,283511 333129 236660 15919
551310,3314,116344 385427 15919 333129 370696
259180,5910,3499 6232
417670,4586,301112 461257 469960
295936,1385,15919 325111 400014 320571 116344
192393,5983,378107 28846
520228,3335,463892 369551 193371
443005,1967,292964 15919 216325 370925 19646 457166
37109,4283,328116 422994
208514,2195,377692 216325 370925 15919 320571 286652
497205,3027,330712 77048 51358 85551
260593,1578,481887 422994
171610,1054,290633 367226
118998,1661,290633 236929
395314,5005,269443 387189 350204 165657 22466 84053 289680 249331
120401,3355,56675 320571 22466
323057,951,361934 15919 323341 319708
542135,4612,106019 18382 17275
45953,4388,453914 430330
376311,3373,127109 29562 47284
278715,1109,436214 20965 15919 462147 333129
183994,2944,463360 4426 135 426657
55116,885,171220 334766
438423,489,297512 320082 320571
57,2068,377692 216325 370925 15919
445885,4134,293545 407012 330684 311098 4459
440057,4707,427409 330720 425283 319790 293907 355417
66367,3375,406064 441163
420282,5274,349798 34100
196005,4292,283659 344924
207956,4082,445615 443647
348578,3524,327731 121401 341161 283511
225621,2529,280992 216540
578541,2916,514374 321018 452272
261827,5084,112999 109995
211993,4193,183433 455256
81412,2680,425982 20965 441899
336271,5977,240690 396049 348308 392432
371393,640,340800 445186 39 33 43 16708 434005 16178 381566
493732,2064,12002 48 127 383525 273081
457430,5437,425982 320571 375117 228696
340011,4562,374414 465160 124589
497468,1383,25664 307560 181382 385427
140752,208,454076 20965 22466
301069,1991,389961 2879
467813,3393,155660 389815
264220,1648,187692 356103 279838 291197
416074,500,14616 13738 12005 266434 372166 356425
528796,2715,84331 280185 3755 49
531187,1262,191311 329132 114136
193798,3883,186238 314415
272113,5502,37123 29264
467773,5256,439754 334766
300732,5578,402707 226708 372974 342116 70138
489701,2140,67172 465057 15919
408499,2282,268093 22466 214333
48162,2807,450188 366634
286020,4151,279954 121401 15919
187306,1945,293396 305766
113757,4087,436116 464286 15919
477655,352,400794 29296 290633 283659
311996,4634,381034 119178 297784
134142,5824,469960 398636 15919
423949,5459,314690 166085
225288,3633,400144 311550
23811,1744,39877 453222 419342 263504
57645,186,12002 140 358028
410737,1991,288961 121559 214264
116149,2150,342510 16194
449680,5311,303587 34248 113
79487,2010,137328 433393
51200,4063,191339 15919 333559 116344 333129 298005 3444
71989,2066,121401 320571
188828,3364,305766 450094
348413,4199,327731 370324 327383
274523,1248,452212 422994 335470 390615
539000,4918,236611 107010 19699
503235,2419,54895 252794 329738
480574,4532,411353 19203 121847
23800,1401,39877 453222 419342 263504
5871,2476,304851 216325 370925 15919
463909,2409,437554 338442 347194 911 29 901
337,5202,377692 216325 370925 15919
486801,4374,260506 283935 28846 9403 95504
188777,3617,304851 22466 282282
525715,842,436210 324824 384631 344139
557475,1020,125548 48 407012 316881
206014,348,4592 452683
141411,5655,99825 290805 284221 275656 15892
158921,2938,126880 441947 15919 15817 216326 370925
512226,3721,456804 191339
563549,2593,218028 386228 467450 313380
98877,2340,318179 391496 19304
395082,2842,266948 437604 15919
121995,4610,18166 187709 262215
2158,1298,320571 15919 375117
250634,4807,405152 308970
528864,1111,86162 408233 250505 331837
225365,3401,585156 141891 130191 304257
125013,3468,139841 265090 327009
13389,5415,47284 22466
93895,2787,13364 400498 277016 283659
74132,3762,414581 14386
486207,3303,64575 5446 390615
557924,1484,127576 443697 414968
344446,3783,15919 324980 28879 39343 37 33 43 271816 370308
309042,3571,381973 377160 297784
97973,3557,116927 326411 54895
90748,3641,77009 76380 22773 385427 15817
99779,1303,17847 268663
60316,1384,324824 377692 15919 137424 216325 370925
192284,3226,391128 57991 379277 466076 390615
4459,3821,294133 15919
222731,1841,411236 356973
165147,1022,192721 15919 116344 333559
237563,1235,390781 15919 116344 216326 370925 453222 432532
384999,3008,104962 583469 69659
50800,514,22769 20965 15919
55476,110,127576 307131
135470,2245,367425 453457 3373 424480 216325 269641
99273,5412,121846 327383 438663
303890,1728,372858 384564
122661,3260,319708 47284 15919
571561,4848,3439 14425
144929,961,330720 311387
467972,3347,437504 379934 280432 381182
137277,4544,240631 121003 15919
381816,1915,124202 185731 281896 40229 111351
259562,4390,216325 370925 329769 307131
153905,3472,176815 178474
546145,135,524872 17047
399062,5883,275734 312080 410009
305560,5468,380284 22810 321609
130828,1370,22831 304257
